conversation,class
배고픈데 빵 좀 타 와라 너 가 조금 가 너 가 놀드 고 싶 지 못하 으면 조용히 해 사우스캐롤라이 들 그만 좀 시켜 너 가 해라 도대체 싫 어 싫 어서 ? 싫 다 시키 면 끝 이 야가 ? 애 들 금방 시키 라고 그러니까 에드 가 해 아니 ㄴ다면 넌 내 손 이에 맞 아 죽 어서 하,기타 괴롭힘 대화
야 신입 여기 와도 봐 . 네 ... 이게 선배 가 불리 는데 말꼬리 올려 ... 너 커피 탈 쪼 알 아 ? 카나 잘 은 못 카 지만 . 무슨 월과 도 못하 는 도록 커피 도 못 카 . 설탕 이랑 바이크 넣 고 한 앙카 타 와 . 단맛 없 으면 다시 타오는 거 다 . 카나 알 겠 습니다 는데 아 쟤 보 ㄴ다면 답답 해 죽 싶 어 . 시야 이에 안 보이 니까 이제야 살 것 같 카나 . 나 였으면 고취 관뒀 다 . 과연 아직 도 다니 나의 몰라 . 저 후배 님 . 커피 는데 야 내 전용 챔피언십 아니 면 나 음료 안 마시 는 것 몰라 ? 다시 카 와 .,직장 내 괴롭힘 대화
야 돼지 좀 비켜 봐 너 몸 조금 생각 해라 너 놀드 여기 서 있 다면 지나갈 수 가 없었 잖아 여기 지나 갈고 공간 있 는데 는데 지금 말대꾸 하 뇰 ? 비키 라면 비켜 그리고 너 냄새 나의 좀 씻 고 다녀라 나 냄새 나 는데 ? 어 돼지 씹 은 내 가 원심력 해 말 이 워낙 심하 잖아 . 도대체 살 좀 빼 던가,기타 괴롭힘 대화
조용히 친구 인척 울부짖 어 . 누구 ㅂ시오 조용히 따라 오 이라고 ! 저 한테 뭘 원하 시 는 것 죠 자 이제 현재 통장 에 있 ㄴ다는 돈 나 한테 으며 이체 해 맞 적기 싫 으면 갑자기 과연 그러 시 죠 말로 로 하 세요 과연 긴 그냥 니 놀드 운 이 나빴 더 거 지 제 놀드 어떻게 모은 돈 인데요 그건 알 바 어떠하 고 지금 이 예금 로 당장 넣 어서 흑흑 안 돼요 흑흑,갈취 대화
헤어지 자 어떻게 슬픔 이 변하 니 무지 이 너무 심해서 던 는 못 견디 싶 어 내 가 에드 한테 어떻 게 했 는데 ! 못 헤어져 ! 나 를 금방 놔줘 넌 나 어떠하 면 안 돼 다르 사람 에게 도 못하 가 ! 너 놀드 싫 다고 저리 놀드 ! 저리 가 라는 말 야 ! 에드 때문 에 되 ㄴ다는 게 하나 도 없었 어 ! 나 을 떠나 겠 다고 는데 절대 용서 못 해의 . 내 가 가질 수 없 다면 아무것 도 가질 수 없었 게 할 거 야가 ! 왜 그래 는데 무서워 너 도 사망 고 나 도 사망 자 .,협박 대화
야 너 나 에게 할 말 없 어서 ? 없 는데 가짜 없 어 ? 어찌 일 있 어 ... 회사 취업 했 다면서 아 응 한 이빨 쏴야지 내 가 과연 ? 나 니까 ... 말대꾸 하 네 에드 가 사 먹 어서,기타 괴롭힘 대화
이상 발표 를 끝마치 겠 습니다 . 답변 하나 해도 될까요 ... 이해 가 지 못하 는 부분 이 없 어서요 . 네 시키 세요 왜 이 단락 에서 이렇게 나오 ㄴ다는 건가요 ? 제 놀드 알 기 론 이게 아니 라는 거 똑같 다고 어디 서 부유층 었 는데요 아 우중문 이 부분 을 참조 하 시 면 될 것 같 습니다 는데 제 답변 이 영향 되 었 나요 ... 아 아니요 전 여전히 도 왜 그런지 몰르 겠 네요 그리고 공표 준비 를 너무 자꾸 하 신 거 아닌가요 ? 모든 반 대학생 들 이 이해 놀드 게끔 해야지 이게 ... 에 요 그만 시키 시 죠 . 아래 엔 최대한 이해 놀드 쉽 고 빨리 이루어지 게끔 정리 해서 놀드 겠 습니다 . 엄청 말 하 면 겨드랑이 인가요 ? 전 서덜 문자 로서 기분 그러 상했 는데요 . 굳이 제 가 마음 이에 안 들 어서 반의 아이 들 앞 오세아니아 창피 를 주 시가 는 거 아닌가요 ...,기타 괴롭힘 대화
대체 저 한테 과연 이러 십니까 ! !! 아이고 우리 씨 놀드 화 가 많이 나의 셨 네 손 귀하 맞이 가 영 괴로움 에 안 들 였 어 ? 절 보내주 주 시 면 아무 도 없 던 월과 로 하 겠 네요 . 이대로 모른 척의 할 테 니 보내주 주 세요 . 케이 장사 한 두 번의 하나 . 지금 정씨 가 그럴 상황 그러 야 ? 제 놀드 대체 뭘 잘못 했 습니까 ! !!! 케이 말 을 왜 엄청 하나 누가 보 ㄴ다면 내가 씨 를 투옥 이 라도 한 쪼 알 겠 어 부사장 님 ! !!! 아이고 귀 떨어지 겠 카나 ! 소리 안 질러 도 아주 잘 들려요 ! !! 제발 그러 지 마십시오 절 보내주 주 세요 누가 살펴보 면 내가 씨 을 죽이 는 줄 울 겠 어 그래도 그대 씨 가 이제 ㄴ다는 좀 비지니스 를 진행할 상태 가 된 방법 같 으니까 우리 교제 를 좀 해 볼까 ? 좋 습니다 교제 . 하 겠 네요 . 살려 주 ㅂ시오 . 좋 아 괜찮 아 옆 에 연인 바꿔 줘요 . 아서 중간 에 딴생각 시키 면 알 지 ... 그 친구 가 고기 일 을 하 으며 솜씨 가 좋 아서 . 그대로 우리 교제 는 끝 나 ㄴ다는 거 야 . 그녀 친구 솜씨 구경 시키 고 싶 은 건과 아닐 거 아냐 는데 얌전히 가 겠 네요 . 좋 아요 괜찮 아 . 곧 봅시다 .,협박 대화
너 그 또 그녀 랫 다며 ? 어찌 소리 시 죠 ... 다 소문났 어 잘 얘기 를 해 주기도 셔야 할 죠 말귀 못 알 아 퍼뜨리 는 건 여전 시키 구나 선배 님 에드 가 길동 한테 주둥이 쳤 다며 카풀 시키 자고 제 가 빨리 제안 한 거 아닙니다 헛소문 내 지 말로 아 주 세요 내고 가 위지 너 놀드 위니 ? 어디 불쌍히 하 라 말 아도 부탁 드려요,직장 내 괴롭힘 대화
야 알바 너 디저트 흐트러져 있 는 것 랑 우유 비워져 없 는 거 안 채워 ? 아 몰랐 는데요 . 죄송 합니다 는데 지금 정리 하 게끔 하 겠 습니다 는데 알 바 너 및 누가 내 가 월과 하 는 데 액션 하 고 대학 실습 듣 고 그러 이라고 했 냐 ? 카나 . ? 어떻 도록 아셨 어요 . ... 그리고 근로계약서 작성 때때 때 손 님 없었 는 시간 에 ㄴ다는 할 일 해도 된다고 하 셨 는데요 는데 뭘 내 가 언제 알 아 . 그녀 는 뭐 허구 한두 날 너 지켜 주기도 려고 달 아 올려놓 은 거 같 아서 ? 야 그리고 내고 가 언제 할 월과 해도 된다고 그랬 어서 . 증거 있 뇰 ? 사장 님 로서 보 시 고 월과 시키 시 는 것 불법 이 에요 몰르 세요 ? 그거 저 가 신고 하 ㄴ다면 사장 님 벌금 내고 셔야 하 는 월과 이 에요 . 내고 가 내 알바 현상금 주 고 쓰 기에 일 잘 하 다면 본다는 데 그게 과연 불법 이 야 ... 너 가 돈 넘겨받 고 일 하 며 내내 농땡이 피우 기에 있 잖아 . 직전 분명 해야 할 월과 다 했 고 디저트 가 흐트러져 있 ㄴ다는 건 못 본 저 잘못 이 지만 조금씩 이렇게 로 감시 했 다는 생각 하 길래 소름 이 다 빠져나오 네요 . 소름 빠져나오 아서 뭐 어쩔 건데 . 내 가 꾀하 는 일 이나 잘 해 . 돈 못가 받 고 싶 어서 ? 그리고 로 이따금 보 지 니 프라이버시 하나하나 다 보 꼼짝 않 았 으니까 오인 하 지 마 는데 됐 고요 . 지속 저 를 감시 했 다는 거 에 큰 불쾌감 을 느끼 군요 . 저 지금 울 바 그만둘 거 길래 알 아서 가 도록 와서 영업 하 ㅂ시오 . 그리고 로 돌아보 고 계셨 던 것 신고 할 겁니다 는데,직장 내 괴롭힘 대화
야 김길동 . 이서 ? 야 이 암컷 말 더듬 는 방법 좀 봐 야 는데 그건 네 가 선천성 인 거 냐 는데 니 엄마 유전 인은 거 냐 ? 시키 . 하 . 시키 지 마 . 우가 . 우리 어 는데 엄만 건드리 지 마가 . 내 가 직전 에 봤 는데 는데 얘 랑 얘 카나 엄마 랑 똑같 아서 니 엄마 도 멍청 하 다 . 토비 같 은 거 어메이 아서 그 . 금방 해 . 안 는데 안 . 그럼 송만갑 님 한테 . 말로 . 말 할 것 야 말 해 봐 . 말 해 살펴보 라고 장애 인아 살 아 줬 더니 기어오르 네,기타 괴롭힘 대화
거기 친구 야 다음해 와바 네 ? 과연 요 ? 가지 기에 있 는 돈 으며 꺼내 봐 없 는데요 뒤 질 래 ... 뒤져서 나오 면 1000 원당 한 대 으며 싫 어요 좋 은데 말 할 때 내놔 없 다고 요 못가 되 겠 네 에드 좀 맞 자 울 겠 어요 드릴게요,갈취 대화
오늘 까지 하 적기 로 한 것 무슨 됐 어요 . 여전히 못 했 습니다 는데 죄송 합니다 . 의아 ? 내일 까지 시키 도록 하 겠 네요 . 장난 하 습니까 . 내일 까지 ㄴ다는 없 는데 . 의아 합니다 당신 하 기에 는 일 하 적기 힘들 겠 네요 는데 바로 하 도록 시키 겠 습니다 . 아닙니다 . 됐 어요 는데 가 보 세요 는데 죄송 합니다 .,직장 내 괴롭힘 대화
아무 도 없 는데요 ! ??! 키득 는데 야 쟤 얼마나 버틸까 ? 글쎄 . 그럼 이제 곧 꺼내 줘야 하 지 않 을까요 ? 벌써 ? 아서 좀 만 더 없 다가 꺼내 주 자마자 재밌 잖아 살려 주기도 세요 . ! 제 아직 여기 있 는데요 . ! 선생 귀하 ? 애 들 아서 . !? 너무 강하 지 않 아 ... 체육관 너무 깜깜 시키 고 위험 하 잖아 너 지금 쟤 편드 냐 ? 저 암컷 가 체육 시간 이에 나 이기 는 것 못 봤 어 ... 개 빡 쳐 는데 당해도 싸 . 그건 아니 지만 . 토비 네 도 같이 했 으니까 공범 이 야가 . 닥쳐 살려 주기도 세요 . ! 산적 . 제발 요 는데 아무 도 없 는데요 ?,기타 괴롭힘 대화
꼼짝 마 ! 현재 가지 고 있 ㄴ다는 현금 다 내놔 캐치 잠깐 만 요 캐치 제발 살려 주 ㅂ시오 ! 빨리 어서 가방 을 꺼내 여기 없 습니다 . 제발 죽음 만 은 살려 주기도 세요 여기 지갑 이에 있 는 돈 그러 다냐 ? 호주머니 때문 열 어 바 호주머니 에 는 아무것 때문 없 습니다 . 내고 가 속 을 것 같 나 ? 천천히 호주머니 열 어 의아 합니다 여기 있 네요 상 의 호주머니 말로 고 바지 뒷주머니 때문 보여 바라 바지 이에 는 아무것 도 없었 습니다,갈취 대화
김 회장 ! 나중 이 야 . 내고 가 놀라운 소식 를 하나 들 고 왔 는데 말 이 야가 . 지금 바쁘 니깐 용건 만 말 해의 . 이걸 들으면 던 바빠 지 겠 ㄴ다는 걸 내 가 이걸 발견 했 지 ... 야 . 너 그걸 어떻게 ? ! 어떠하 왜 이제야 말 시키 는 거 야 는데 이렇게 중요 한걸 캐치 내놔 ! 이걸 굳이 줄 수 가 없 나 나 도 씹 고 살 아야 시키 는 데 원하 ㄴ다는 게 뭐 야 는데 당장 내 통장 으로서 300 억 입금 해의 ! !! 뭐 ... 300 억 ? ???? 그게 땅 파 ㄴ다면 나오 는 돈 때문 아니 고 ! 못하 해 주 면 옆 으로 많이 곤란 해질 텐데 알 겠 어서 ! 그깟 300 천만 가지 고 . 캐치,갈취 대화
어 왔 어 절망 하 세요 . 야가 너 는 얼굴 그러 그게 뭐 야 엉덩이 는 또 왜 이러 고 . 집 오세아니아 바로 와서 요 는데 아니 여자 가 몸통 도 좀 바르 기에 화장 도 하 기에 다녀야지 중학생 처럼 그게 뭐 냐 요즘 치장 을 잘 안 해서요 . 좀 꾸미 기에 다녀야지 아 . 카나 마스크 때문 에 지루 해서 요 그래도 립스틱 이 라도 좀 발라 네에 .,기타 괴롭힘 대화
미연 씨 혹시 아침 저녁 에 뭐 씹 어요 ? 저 아침 아직 저녁 생각 은데 안 해 봤 는데요 ! 아 . 그럼 그럼 오늘 저녁 이에 이거 먹 을래요 ... 네 ? 아 그럼 저 주 시 고자 만드신 건가요 ? 어떠하 그건 아니 고 는데 이게 내 가 오류 로 메뉴 를 거짓 만들 었 는데 삼키 긴 아깝잖 아 감사원 합니다 ! 그럼 저 가 오늘 퇴근 시키 면서 가져가 겠 네요 ! 이거 원래 3 만 원 짜린데 내고 가 실수 해서 2 만 원 에 줄게요 . 네 ? 는데 아 혹시 제 놀드 사 서 가 야가 하 나요 ? 아니면 이번 달 월급 오세아니아 빼 고 그래도 싸구려 음식 도 아닌데 굳이 주 기 는 안타깝 잖아 ? 알 싶 죠 ? 그렇게 울 고 있 을게요 는데 아 . 저 ㄴ다는 굳이 . 그렇게 아까 지 . 하,직장 내 괴롭힘 대화
저 오늘 조퇴 시키 고 싶 은데요 는데 선생 님 안 돼 . 몸 이 못가 좋 아요 . 카나 가 좋 은 의식적 있 었 니 ... 틱 장애 도 없 고 그건 . 배가 가 진짜 아파요 가르치 도 못하 는 도록 아픈데 도 많 카나 선생 님 . 굳이 보건 실 가 아버지 가 오 신다고 했 는데 유난 이 으며 진짜,기타 괴롭힘 대화
너 탁구 치 ㄴ다는 게 왜 그래 완벽 장애 인 같 꼼짝 않 아 원래 투쟁 신경 이 없 어 그래 . 그래도 플리트 너무 심해 어쩜 공은 을 하나 도 못하 맞춰 내 가 눈감 고 해도 너 훨씬 잘 하 겠 으며 나 도 기분 못가 좋 아 야 이러 는 널 보 ㄴ다는 게 더 짜증 나의 너 보 는 그대 도 썩 기분 좋 거든 넌 운동 할땐 걍 빠져라,기타 괴롭힘 대화
야 이거 봐라 에드 는 이런 거 못가 먹 어 봤 꼼짝 ? 나 한테 말로 시키 지 말 아서 줄래 아이고 무서워 정작 조폭 아빠 밑 오세아니아 자라 서 성깔 그러 장난 아니 네 여생 하 라고 했 으며 급 떨어지 는 녀 이 뭘 쳐다봐 야가 너 이거 는 씹 어 봤 냐 ... 기초 수급 자 줄거리 에 니 네 놀드 뭔 상관 인데 그대 친구 니까 도와 주기도 려고 핥아먹 어 그러 새끼 들 이 금방 해라 왜 한 회 치 려고 ? 가짜 장난 아니 네,기타 괴롭힘 대화
돈 1 만 원의 만 빌려 줄래 나의 돈 없 는데 가짜 없 어 . 나의 니 가 아침 이에 돈 쓰 는 것 봤 어 . 나의 그때 돈 다 써서 지금 은 없 어서 . 만약 뒤져서 현상금 나오 면 나 에게 맞 는다 진짜 없었 어 뒤져서 나오 ㄴ다면 1 원 에 1 대 씩 이 으며 내 가 가진 건과 천 원 이 야가 그거 라도 내놔 알리 있 어,갈취 대화
강 대리 네 부장 님 . 부르 셨 습니까 ? 자네 그럼 여자 친구 있 나의 ? 네 . ... 아뇨 현재 없 네요 . 자네 가 그렇게 신경 을 안 읽 니깐 그 모양 그러 지 ! . 카나 ? 대체 회사 을 씻 고 는 놀드 는 거 야 ... 아주 강 대리 에게 만 이상 한 악취 가 나 ! 제 오늘 . 씻 기에 왔 는데 . ... ? ! 지금 말대답 하 는 거 야가 ? ? 죄송 합니다 .,직장 내 괴롭힘 대화
어 이 아줌마 는데 또 . 또 여긴 왜 . 왜 그러 셔 . 섭섭 시키 게 ? 도대체 어디 까지 나 괴롭힐 것 에요 ? ! 그럼 나 좀 내버려 다섯 란 말 이 ㄴ가요 ! !! 그러 도록 왜 내용 도 못가 보 고 이런 데는 싸인 을 해 ... 이건 당신 들 그러 조작 한 내용 그러 잖아 ! 난 절대적 이 대 로 못해 ! 안 해 캐치 허허 이 아줌마 놀드 . 이제 눈 이에 뵈 는 게 없었 으신가 보 네 ... 꺼져 . 꺼지 이라고 ! 아들 이 투쟁 한다고 했 나 ... 그럼 다리 를 한가지 부러뜨려 야 평생 를 장애 인 으로 살아오 게 해 줘 ... 어 ? 우리 딸 은 건들 지 마가 . 제발 그러니까 맹세 은 좀 지키 기에 삽시다 . 아줌마 어서 잉 ? 아들 언제 사 는지 다 아서 니까 조심 하 이라고,협박 대화
언제 까지 이럴 건데 ? 둘 중 한가지 죽 을 때 까 무슨 말 을 엄청 해 ? 누가 빨리 죽 나 볼까 ... 무슨 소리 야 는데 그만 해 죽여 버릴 거 야 . 그러 칼 로 너 쑤시 면 아프 겠 꼼짝 ? 너 이상 해의 . 너 가 첫날 이렇게 만들 었 어서 . 죽여 버릴 것 야 하 지 마가 뭐 하 는 것 야 빨리 잘못 했 다고 해 .,협박 대화
오빠 . 이러 꼼짝 마 왜 너 때문 이럴 려고 따라온 것 아니 야 ? 아니야 . 나 무서워 뭘 무서워 너 도 괜찮 을 거 야 시키 . 지마 아 가짜 전 남자 친구 에게 는 다 줬 으면 왜 이래 아 는데 순진 한 척 조금 그만 해라 역겹 으며 그냥 가만히 있 어서 내숭 좀 작작 부려 하 지 마 간청 이 야 . 그냥 있 어,기타 괴롭힘 대화
야 너 이것 조금 먹 어 봐 이게 먼데 ? 새로운 구약 이 라 건데 씹 으면 죽 는데 피터 라고 ? 죽 ㄴ다는 거 면 독약 어떠하 냐 ? 그러 꼼짝 그걸 왜 날 씹 으라고 주 는데 나의 죽이 지 말 아서 줘 애 들 아서 . 우린 널 못가 죽여 단지 임상 분석 을 할 뿐 그러 야 . 내 놀드 뭘 잘못 했 으며 나 살려줘 애 부유층 아 . 머 란 거 야 야 천천히 먹 어 . 못가 먹 어 ? 쟤 잡 어 . 간청 이 야 나 에게 이러 지 마 는데 앞 으로 말 많이 들 을 게 어쨌거나 먹 게 하 꼼짝 말 아 줘,협박 대화
니 가 전 이에 나 한테 보낸 동영상 들 나 아직 으며 가지 고 있 어서 미쳤 냐 그걸 과연 여태 가지 고 없 어 헤어진지 가 언젠데 그 좋 은 쉐 왜 버려 미친 녀석 아 변태 냐 ... 이제 와서 왜 전화기 질 인데 ? 어떠하 나 혼자 보 적기 아까운 것 같 아 이 개새끼 야 캐치 !!!!!!! 진정 해 여전히 아무 한테 도 못가 보여 줬 으니까 내고 가 돈 이 조금 필요 해서 그러 으며 니 가 조금 만이 보태 주 면 동영상 다 지워 줄게 에드 한테 줄 돈 한두 푼 도 없 어서 이 또라이 야 캐치 1 시간 줄 도록 내 계좌 로 100 만 원 만 조금 보내 1 분 만이 늦 어도 니 촌장 들 한테 니 동영상 다 뿌려 버릴 것 야,갈취 대화
애기야 형 이 현상금 이 조금 필요 풀어쓰 돈 좀 줄래 ... 저 학생 이 라고 돈 이 진짜 없었 어요 . 야 에드 뒤져서 나오 면 어쩔래 ? 사실 돈 그러 조금 있 는데 아들 밥값 이 에요 는데 없 다면서 거짓말 때리 네 ? 괴 씸 하 네 있 ㄴ다는 거 다 내놔 그럼 요 어머니 가 어렵 게 벌 어서 주기도 신 돈 이 ㄴ가요 야 세상 에 못가 힘들 게 돈 버 는 사람 이 언제 있 냐 ? 야가 뒤져서 찾 아 그러 지 마세요 ! !! 이야 돈 많 카나 형 도 배고프 으며 잘 쓸 게 그럼 돌려주 세요 .,갈취 대화
팀장 님 제 양자리 에 설치 는 어디 쯤 . 아 들어맞 네 . 박 사찰 미안 해요 . 그대 가 지금 사정 그러 안 되 서 혹시 은 좀 어려울 것 같 은데 벌써 다섯 달째 가 안 이루어지 어 노트북 으로 직무 를 보 는 데는 에 한계 가 없 어서요 . 근데 ... 어떻게 합니까 . 현재 은 안 된다니까 도대체 저 는 계속 저 노트북 을 가지 기에 다녀야 하 나요 는데 ? 아니 뭐 도대체 회사 와서 놀 것 에요 ? 당연히 월과 을 하 려면 갖 고 다녀야지 . 그게 뭐 어려워 요 ... 아니 . 그건 어떠하 지만 업무 에 악영향 이 . 일 시키 기 가 싫 다고 거 야 뭐 야가 . 그만 다니 기에 싶 다는 걸로 받아들여도 되 나 아뇨 는데 절대 그런 의도 놀드 아니 라 . 범위 가 있 어서 답변 드린 겁니다 . 그렇게 이런 거 따질 분간 에 나 같 다면 하나 라도 업무 살펴보 겠 다 . 과연 장비 탓 을 시키 지 ? 능력 덕분 아니 에요 ?,직장 내 괴롭힘 대화
민주 씨 . 아침 옷 이쁘 네 감사원 해요 . 어디 불쌍히 샀 어 ? 나의 도 그 옷 봤 는데 길동 쇼핑몰 오세아니아 요 15 만 원의 주 고 샀 는데요 왜 이렇게 비싸 도록 주 고 샀 데는 ? 역시 돈 수많 네 아니 에요 상표 정가 라서 그래요 신민주 씨 금 수저 어떠하 었 어 ? 소문났 던데 네 ? ... 누가 그래요 ? 신민주 씨 얘기 요즘 이에 뒤 에서 많이 해의 . 소문 이 못가 좋 게 났 습니다만 . 소문 은 속설 일 뿐 이 ㄴ가요 그래 ? 밖 오세아니아 행실 잘 하 기에 다녀,직장 내 괴롭힘 대화
야 너 뭐 야가 ? 저 요 ... 저 아세요 ? 인터넷 으로 병신 같 은데 짓 하 고 떠돌아다니 면 다 야 ... 제 가 뭐 했 죠 ? 이 암컷 가 ? 팀 킬 고의로 해 놓 기에 먹 튀 한다고 ... 죄송 해요 . 몰랐 어요 . 이 암컷 인성 이 글러 씹 었 네 . 삶 그렇게 사 니까 어렵 지 ? 가만히 냅둬 그냥 . 안 닥쳐 ? 호구 새끼 놀드 말대꾸 까지 하 카나 ? 죄송 해요 는데,기타 괴롭힘 대화
당장 그년 을 찾아내 아 찔러 . 못가 그러 면 니 아들 의 목숨 은 없었 는 거 야 는데 선생 님 제발 한두 번 만 바주 이십 시오 . 빨리 못가 움직여 ? 동생 머리카락 보 기 가 힘들 은가 보 지 ... 제발 . 이렇게 간청 드립니다 . 동생 를 살려 주 세요 는데 누거 들으면 내 놀드 동생 을 죽이 ㄹ래 온 거 라고 판단 하 겠 네 는데 난 니 가 그년 을 찌르 기 만이 하 면 돌아갈 내보 라고 . 크 산적 . 알 겠 네요 . 그럼 시간 를 조금 만 주 십시오 . 이틀 이 ㄴ다면 충분 하 겠 꼼짝 ? 알 겠 네요 . 그러 니 그럼 동생 을 살려 주기도 세요 . 일 입력 만 깔끔 하 으므로 야 . 감사 합니다 . 감서 합니다 는데,협박 대화
너 지금 나 친일파 거 야 ? 의아 합니다 거기 계신 쉐 못 봤 습니다 얼굴 똑바로 안 뜨 기에 다녀 ? 이게 미쳤 나 정말 죄송 합니다 내 가 누구 인은 줄 알 고 내고 몸 에 함부로 온몸 을 대 ? 의아 합니다 나 도 에드 한테 똑같이 해 쪼 거 야 감히 누굴 함부로 쳐 ? 의아 합니다 죽여 버릴 것 야 죄송 합니다,협박 대화
야 . 너 ㄴ다는 맨날 똑같 은 속옷 만 입 고 돌아다니 냐 ? 아니야 는데 더러워 진짜 ! 악취 도 나 냐 ... 아 . 아니야 는데 ! 뭐 야 ... 가 아닌데 ? 뭐 새 옷 이 야가 ? 아니 . 아빠 가 옷 안 타 주 셔 ? 딸 냄새 도 모르 시가 나 . 야 캐치 !! 뭐 ! !! 소리 지르 니까 입히 냄새 도 나 카나 이새끼 .,기타 괴롭힘 대화
선생 님 남자 연인 랑 뽀뽀 해 살펴보 셨 어요 ? 케이 그런 건 왜 바닷물 어 보 니 과연 요 궁금 해요 것 봐요 애 들 때문 다 궁금 해 시키 잖아요 그런 생리 욕망 자연 스러운 현상 인데 됐 어 얘 부유층 아 수업 하 자마자 완전 어 이 없었 어서 진짜 야 교육감 에 신고 해 야가 니 들 도대체 과연 그러 는데 니 부유층 미래 가 걱정 된다 얘 헐 남 그러 사 그런 열린 괴로움 도 못 가진 줄거리 에 무슨 선생 그러 라고 야 니 부유층 미쳤 어 ! 캐치 와우 소음 공해 미쳤 어 미쳤 어 그때 는 소리 까지 너르 시 네 .,기타 괴롭힘 대화
자 직원 들 한테 알린다 . 직무 분간 에 폰 으로 액션 하 는 미친놈 부유층 이 적발 되 기에 있 어서 넵 직전 직원 들 은 트라흐트 에다 이 앱 를 깔 아 이게 ... 냐면 게임 방지 스토어 인데 게임 하 ㄴ다는 순간 원격 으로 검출 가 되 는 것 야 어 사장 귀하 그럼 퇴근 시간 이에 그 앱 을 지워도 될까요 ? 아니 .... 들 아 좀 만이 참 아라 내 놀드 그 앱 소스 기계어 를 모르 고 차단 해버려서 복구 하 ㄴ다는 데 6 개월 만큼 는 걸릴 거 야가 아니 그럼 앱 를 퇴근 할 때 때문 삭제 하 지 말로 라는 거 에요 ... 그럼 제 집 이에 무슨 게임 하 다면 다 알 텐데 프라이버시 침해 아니 에요 ... 저 이거 아직 은데 못 깔 겠 는데요 아 회사 나가 기에 싶 구나 어디 불쌍히 대꾸 야 사장 귀하 정말 너무 하 ㅂ시오 너 나 가 그따위 정신 으로 뭘 시키 겠 다는 거 야가 사장 님 ! 에드 도 나 갈래 ... 이것 들 이,직장 내 괴롭힘 대화
왜 내 전화 못가 받 아 ? 그때 더 이상 그만 협조 했 으면 좋 싶 어 . 미안 해의 . 지금 뭐 시키 자는 거 야 ... 우리 사이 가 아물 밖에 안 돼 ... 우린 이미 끝 났 어 . 그만 시키 자 난 아직 못가 끝났 어 . 금방 해 ! ! 에드 때문 에 이젠 예쁘 기 까지 해 는데 제발 연락 하 꼼짝 마 그래 . ... 후회 안 할 자기 있 어 ? 한탄 안 해 . 그럼 이런 식 이 ㄴ다면 나 무슨 짓 를 할지 몰라 무슨 말로 이 야 그게 ... 나 지금 너 카나 집 에 있 어서 뭐 ? 너 ... 하 는 거 야가 우리 집 엔 언제 들어갔 어 ! !! 이 스토커 자식 아서 너 나 랑 사귀 는 거 면 에드 네 집 강아지 ㄴ다는 아마 지금 죽 도록 될 거 야 는데 내 가 아주 힘겹 하 게 죽여 버릴 거 야 . 못가 돼 ! !!!,협박 대화
미영 샘 네 ... 이번 달 차량 미영 샘 이 하 자마자 네 ? 원래 월과 주일 마다 돌아가 며 하 잖아요 아 그러므로 현수 쌤 은 현재 애 가 어리 기에 나 도 시어머니 시술 땜 에 와계 신다니까 . 그런다고 이 주도로 아니 고 한 달이 은 왜 ? 미영 쌤 은 애 때문 없 고 모실 시부모 도 없 잖아 이렇 다고 제 가 으며 하 는 건 는데 아니 동료 들 적과 좀 돕 고 살아오 자 ? 하 는데 원장 님 이랑 줄거리 해 보 고 알려 드릴게요,직장 내 괴롭힘 대화
야 우리 셀카 찍히 자 어 ? 나의 지금 찍 기 힘들 은데 왜 ? 현재 딱 웃기 구 만이 피부 가 여드름 얼룩지 라서 좀 그래 어서 그래서 찍 는 것 야 너 랑 찍히 으면 내 가 던 도드라지 지 않 싶 어 ? 너무 시키 다 너무 하 기에 그런 게 어딨 어서 ? 내 가 같 찍 어 주 ㄴ다는 게 영광 아니 야가 ? . 하 꼼짝 마 뭘 하 꼼짝 마 카메라 봐라 울부짖 어 쳐 맞 적기 싫 으면 하 는데 너무 해 . 가짜,기타 괴롭힘 대화
